entity_name,entity_type,salty,umami,sweet,sour,bitter,notes
cupuau,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fruit, Molecules: 95"
shea tree,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 93"
oil-seed camellia,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 93"
ucuhuba,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 94"
phyllo dough,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Bakery, Molecules: 2"
cooking oil,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Additive, Molecules: 4"
pie crust,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Bakery, Molecules: 4"
pie,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 4"
shortening,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Additive, Molecules: 3"
soy cream,ingredient,0.0,0.0,0.0,0.0,0.0,"Category: Dish, Molecules: 1"
ice cream cone,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 3"
molasses,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Additive, Molecules: 2"
nance,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fruit, Molecules: 93"
natto,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Dish, Molecules: 2"
ravioli,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 3"
scrapple,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Dish, Molecules: 3"
other pasta dish,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 4"
succotash,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Dish, Molecules: 2"
tamale,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 4"
rice cake,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Dish, Molecules: 2"
tree fern,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 93"
evaporated milk,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Dairy, Molecules: 2"
flour,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Cereal, Molecules: 3"
akutaq,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Dish, Molecules: 2"
pita bread,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Bakery, Molecules: 2"
focaccia,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Bakery, Molecules: 4"
bagel,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Bakery, Molecules: 4"
other bread product,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Bakery, Molecules: 4"
piki bread,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Bakery, Molecules: 2"
french toast,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Bakery, Molecules: 4"
oat bread,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Bakery, Molecules: 2"
potato bread,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Bakery, Molecules: 3"
cornbread,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Maize, Molecules: 2"
corn grits,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Maize, Molecules: 4"
multigrain bread,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Bakery, Molecules: 3"
rice bread,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Bakery, Molecules: 2"
pan dulce,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Bakery, Molecules: 3"
raisin bread,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Bakery, Molecules: 2"
wonton wrapper,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Bakery, Molecules: 2"
trail mix,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Dish, Molecules: 2"
greenthread tea,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Beverage, Molecules: 92"
vegetable juice,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Beverage, Molecules: 4"
horchata,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Beverage, Molecules: 3"
soft drink,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Beverage, Molecules: 5"
milkshake,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Beverage, Molecules: 4"
chocolate mousse,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Bakery, Molecules: 3"
pupusa,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 3"
empanada,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 2"
arepa,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 3"
ascidians,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Seafood, Molecules: 2"
gefilte fish,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Dish, Molecules: 2"
yellow pond lily,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Plant, Molecules: 94"
fish burger,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Dish, Molecules: 2"
other dish,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 5"
pot pie,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 4"
stuffing,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Additive, Molecules: 4"
fudge,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Bakery, Molecules: 3"
candy bar,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Bakery, Molecules: 4"
condensed milk,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Dairy, Molecules: 2"
margarine,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Additive, Molecules: 4"
margarine like spread,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Additive, Molecules: 5"
hummus,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 3"
potato puffs,ingredient,0.0,1.0,0.0,1.0,1.0,"Category: Dish, Molecules: 4"
potato gratin,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Dish, Molecules: 2"
chinese bayberry,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Berry, Molecules: 92"
green zucchini,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable, Molecules: 107"
yellow zucchini,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Vegetable, Molecules: 103"
saskatoon berry,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Berry, Molecules: 94"
nanking cherry,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Berry, Molecules: 94"
japanese pumpkin,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Fruit, Molecules: 100"
guinea hen,ingredient,0.0,0.0,0.0,0.0,1.0,"Category: Meat, Molecules: 2"
cucurbita,ingredient,0.0,1.0,1.0,1.0,1.0,"Category: Gourd, Molecules: 102"
